task_id,date,worker_id,worker_name,task_type,skill_level_required,zone_id,estimated_hours,actual_hours,status,quality_score,errors_count,rework_needed
T001936,2025-05-22,W014,Geeta Rawat,Grafting - Whip and Tongue,expert,ZONE-E,0.5,0.67,completed,77.3,0,False
T001937,2025-05-22,W015,Abdul Rashid,Growth Measurement,intermediate,ZONE-F,2.0,1.91,completed,75.4,0,False
T001938,2025-05-22,W015,Abdul Rashid,Soil Preparation,basic,ZONE-A,3.0,3.29,completed,52.5,0,False
T001939,2025-05-22,W015,Abdul Rashid,Equipment Maintenance,intermediate,ZONE-C,1.5,1.77,completed,65.7,0,False
T001940,2025-05-22,W015,Abdul Rashid,Disease Treatment,intermediate,ZONE-E,1.0,1.49,completed,82.7,0,False
T001941,2025-05-23,W001,Rajesh Kumar,Packing & Dispatch,basic,ZONE-D,2.0,2.37,completed,61.4,0,False
T001942,2025-05-23,W001,Rajesh Kumar,Grafting - Cleft,expert,ZONE-F,0.6,0.27,completed,76.0,0,False
T001943,2025-05-23,W001,Rajesh Kumar,Pruning,intermediate,ZONE-F,1.0,0.79,completed,70.1,1,False
T001944,2025-05-23,W001,Rajesh Kumar,Pruning,intermediate,ZONE-B,1.0,0.93,completed,61.7,0,False
T001945,2025-05-23,W001,Rajesh Kumar,Growth Measurement,intermediate,ZONE-B,2.0,2.12,completed,87.1,0,False
T001946,2025-05-23,W002,Priya Sharma,Grafting - Cleft,expert,ZONE-D,0.6,0.75,completed,83.4,0,False
T001947,2025-05-23,W002,Priya Sharma,Grafting - Bud,intermediate,ZONE-A,0.4,0.68,in_progress,0.0,0,False
T001948,2025-05-23,W002,Priya Sharma,Packing & Dispatch,basic,ZONE-A,2.0,2.4,completed,64.4,0,False
T001949,2025-05-23,W003,Mohammad Iqbal,Packing & Dispatch,basic,ZONE-F,2.0,2.18,completed,82.4,0,False
T001950,2025-05-23,W003,Mohammad Iqbal,Pest Inspection,intermediate,ZONE-F,2.5,2.59,incomplete,0.0,0,False
T001951,2025-05-23,W003,Mohammad Iqbal,Watering,basic,ZONE-F,1.5,1.78,completed,65.8,0,False
T001952,2025-05-23,W003,Mohammad Iqbal,Soil Preparation,basic,ZONE-E,3.0,3.28,completed,69.8,0,False
T001953,2025-05-23,W003,Mohammad Iqbal,Grafting - Bud,intermediate,ZONE-D,0.4,0.5,completed,71.1,0,False
T001954,2025-05-23,W004,Sunita Devi,Soil Preparation,basic,ZONE-C,3.0,3.28,completed,68.8,0,False
T001955,2025-05-23,W004,Sunita Devi,Watering,basic,ZONE-A,1.5,1.62,completed,90.1,1,False
T001956,2025-05-23,W005,Amit Singh,Disease Treatment,intermediate,ZONE-A,1.0,0.91,completed,81.2,0,False
T001957,2025-05-23,W005,Amit Singh,Transplanting,basic,ZONE-D,1.5,1.48,completed,85.9,0,False
T001958,2025-05-23,W005,Amit Singh,Disease Treatment,intermediate,ZONE-E,1.0,0.84,completed,100.0,0,False
T001959,2025-05-23,W005,Amit Singh,Shade Net Management,basic,ZONE-E,1.0,0.95,completed,81.3,0,False
T001960,2025-05-23,W006,Kavita Devi,Packing & Dispatch,basic,ZONE-D,2.0,2.0,completed,73.8,0,False
T001961,2025-05-23,W006,Kavita Devi,Grafting - Cleft,expert,ZONE-A,0.6,0.43,in_progress,0.0,0,False
T001962,2025-05-23,W007,Vikram Thakur,Pest Inspection,intermediate,ZONE-F,2.5,2.69,completed,83.3,0,False
T001963,2025-05-23,W007,Vikram Thakur,Equipment Maintenance,intermediate,ZONE-F,1.5,2.01,completed,70.9,0,False
T001964,2025-05-23,W007,Vikram Thakur,Pest Inspection,intermediate,ZONE-D,2.5,3.03,completed,75.7,0,False
T001965,2025-05-23,W008,Fatima Begum,Pruning,intermediate,ZONE-F,1.0,1.39,completed,74.2,0,False
T001966,2025-05-23,W008,Fatima Begum,Grafting - Whip and Tongue,expert,ZONE-C,0.5,0.75,completed,71.8,0,False
T001967,2025-05-23,W009,Ravi Shankar,Fertilizer Application,basic,ZONE-D,2.0,2.09,completed,47.6,0,False
T001968,2025-05-23,W009,Ravi Shankar,Packing & Dispatch,basic,ZONE-D,2.0,2.44,completed,80.9,0,False
T001969,2025-05-23,W009,Ravi Shankar,Disease Treatment,intermediate,ZONE-B,1.0,1.1,in_progress,0.0,0,False
T001970,2025-05-23,W009,Ravi Shankar,Growth Measurement,intermediate,ZONE-F,2.0,2.3,completed,75.4,0,False
T001971,2025-05-23,W010,Meena Kumari,Growth Measurement,intermediate,ZONE-B,2.0,2.33,completed,74.3,0,False
T001972,2025-05-23,W010,Meena Kumari,Disease Treatment,intermediate,ZONE-A,1.0,1.11,completed,100.0,0,False
T001973,2025-05-23,W010,Meena Kumari,Watering,basic,ZONE-C,1.5,2.08,completed,83.8,0,False
T001974,2025-05-23,W010,Meena Kumari,Soil Preparation,basic,ZONE-F,3.0,3.22,completed,77.7,0,False
T001975,2025-05-23,W011,Deepak Negi,Packing & Dispatch,basic,ZONE-B,2.0,2.12,completed,96.1,0,False
T001976,2025-05-23,W011,Deepak Negi,Soil Preparation,basic,ZONE-E,3.0,3.68,completed,70.9,0,False
T001977,2025-05-23,W011,Deepak Negi,Shade Net Management,basic,ZONE-F,1.0,1.03,completed,78.4,0,False
T001978,2025-05-23,W011,Deepak Negi,Grafting - Whip and Tongue,expert,ZONE-B,0.5,0.53,completed,95.9,1,False
T001979,2025-05-23,W011,Deepak Negi,Grafting - Whip and Tongue,expert,ZONE-D,0.5,0.72,completed,67.6,0,False
T001980,2025-05-23,W012,Anita Rana,Watering,basic,ZONE-D,1.5,1.5,completed,67.4,0,False
T001981,2025-05-23,W012,Anita Rana,Grafting - Whip and Tongue,expert,ZONE-D,0.5,0.28,completed,81.9,0,False
T001982,2025-05-23,W012,Anita Rana,Grafting - Bud,intermediate,ZONE-E,0.4,0.58,completed,73.8,0,False
T001983,2025-05-23,W012,Anita Rana,Grafting - Cleft,expert,ZONE-C,0.6,0.4,completed,70.1,0,False
T001984,2025-05-23,W013,Suresh Bhatt,Grafting - Whip and Tongue,expert,ZONE-D,0.5,0.43,completed,100.0,0,False
T001985,2025-05-23,W013,Suresh Bhatt,Grafting - Cleft,expert,ZONE-F,0.6,0.66,completed,92.7,0,False
T001986,2025-05-23,W013,Suresh Bhatt,Soil Preparation,basic,ZONE-C,3.0,3.04,incomplete,0.0,0,False
T001987,2025-05-23,W013,Suresh Bhatt,Transplanting,basic,ZONE-F,1.5,1.64,completed,82.5,0,False
T001988,2025-05-23,W014,Geeta Rawat,Disease Treatment,intermediate,ZONE-B,1.0,1.09,completed,76.5,0,False
T001989,2025-05-23,W014,Geeta Rawat,Fertilizer Application,basic,ZONE-A,2.0,2.05,completed,100.0,0,False
T001990,2025-05-23,W014,Geeta Rawat,Disease Treatment,intermediate,ZONE-A,1.0,1.13,incomplete,0.0,0,False
T001991,2025-05-23,W014,Geeta Rawat,Disease Treatment,intermediate,ZONE-E,1.0,1.08,in_progress,0.0,0,False
T001992,2025-05-23,W014,Geeta Rawat,Transplanting,basic,ZONE-C,1.5,1.05,completed,100.0,0,False
T001993,2025-05-23,W015,Abdul Rashid,Pest Inspection,intermediate,ZONE-B,2.5,3.2,incomplete,0.0,0,False
T001994,2025-05-23,W015,Abdul Rashid,Grafting - Bud,intermediate,ZONE-E,0.4,0.3,completed,85.1,0,False
T001995,2025-05-23,W015,Abdul Rashid,Growth Measurement,intermediate,ZONE-B,2.0,1.9,completed,73.5,0,False
T001996,2025-05-24,W001,Rajesh Kumar,Transplanting,basic,ZONE-D,1.5,1.62,completed,81.5,0,False
T001997,2025-05-24,W001,Rajesh Kumar,Pest Inspection,intermediate,ZONE-A,2.5,2.56,completed,80.4,0,False
T001998,2025-05-24,W001,Rajesh Kumar,Grafting - Cleft,expert,ZONE-A,0.6,0.19,completed,79.0,0,False
T001999,2025-05-24,W002,Priya Sharma,Disease Treatment,intermediate,ZONE-A,1.0,0.64,in_progress,0.0,0,False
T002000,2025-05-24,W002,Priya Sharma,Fertilizer Application,basic,ZONE-A,2.0,2.07,completed,81.3,0,False
T002001,2025-05-24,W003,Mohammad Iqbal,Grafting - Whip and Tongue,expert,ZONE-B,0.5,0.96,completed,75.8,0,False
T002002,2025-05-24,W003,Mohammad Iqbal,Pest Inspection,intermediate,ZONE-F,2.5,2.76,completed,84.3,0,True
T002003,2025-05-24,W003,Mohammad Iqbal,Shade Net Management,basic,ZONE-A,1.0,1.12,completed,69.3,0,False
T002004,2025-05-24,W003,Mohammad Iqbal,Soil Preparation,basic,ZONE-A,3.0,3.15,completed,82.2,0,False
T002005,2025-05-24,W004,Sunita Devi,Growth Measurement,intermediate,ZONE-A,2.0,1.9,completed,83.5,0,False
T002006,2025-05-24,W004,Sunita Devi,Grafting - Bud,intermediate,ZONE-B,0.4,0.53,completed,80.2,0,False
T002007,2025-05-24,W005,Amit Singh,Packing & Dispatch,basic,ZONE-B,2.0,1.96,completed,81.8,0,False
T002008,2025-05-24,W005,Amit Singh,Grafting - Whip and Tongue,expert,ZONE-A,0.5,0.67,completed,96.3,0,False
T002009,2025-05-24,W005,Amit Singh,Grafting - Cleft,expert,ZONE-B,0.6,0.91,completed,88.6,0,False
T002010,2025-05-24,W005,Amit Singh,Watering,basic,ZONE-F,1.5,1.75,completed,93.4,0,False
T002011,2025-05-24,W005,Amit Singh,Watering,basic,ZONE-C,1.5,1.59,completed,94.2,0,False
T002012,2025-05-24,W006,Kavita Devi,Growth Measurement,intermediate,ZONE-A,2.0,2.81,completed,71.7,0,False
T002013,2025-05-24,W006,Kavita Devi,Pest Inspection,intermediate,ZONE-D,2.5,3.03,completed,91.0,0,False
T002014,2025-05-24,W006,Kavita Devi,Fertilizer Application,basic,ZONE-D,2.0,2.11,in_progress,0.0,0,False
T002015,2025-05-24,W007,Vikram Thakur,Growth Measurement,intermediate,ZONE-E,2.0,2.07,completed,76.6,0,False
T002016,2025-05-24,W007,Vikram Thakur,Grafting - Bud,intermediate,ZONE-B,0.4,0.22,completed,84.3,0,False
T002017,2025-05-24,W007,Vikram Thakur,Growth Measurement,intermediate,ZONE-E,2.0,2.31,completed,84.7,0,False
T002018,2025-05-24,W008,Fatima Begum,Disease Treatment,intermediate,ZONE-D,1.0,1.16,completed,93.8,0,False
T002019,2025-05-24,W008,Fatima Begum,Soil Preparation,basic,ZONE-A,3.0,3.05,completed,69.4,0,False
T002020,2025-05-24,W008,Fatima Begum,Pruning,intermediate,ZONE-A,1.0,1.27,completed,79.7,0,False
T002021,2025-05-24,W009,Ravi Shankar,Disease Treatment,intermediate,ZONE-F,1.0,1.32,completed,82.4,0,False
T002022,2025-05-24,W009,Ravi Shankar,Pest Inspection,intermediate,ZONE-E,2.5,3.08,completed,92.0,0,False
T002023,2025-05-24,W009,Ravi Shankar,Pruning,intermediate,ZONE-E,1.0,0.83,completed,98.5,0,False
T002024,2025-05-24,W009,Ravi Shankar,Fertilizer Application,basic,ZONE-A,2.0,2.47,completed,63.5,0,False
T002025,2025-05-24,W010,Meena Kumari,Equipment Maintenance,intermediate,ZONE-E,1.5,1.69,completed,69.1,0,False
T002026,2025-05-24,W010,Meena Kumari,Pruning,intermediate,ZONE-F,1.0,1.13,completed,78.7,0,False
T002027,2025-05-24,W011,Deepak Negi,Grafting - Whip and Tongue,expert,ZONE-E,0.5,0.51,completed,64.9,0,False
T002028,2025-05-24,W011,Deepak Negi,Grafting - Whip and Tongue,expert,ZONE-E,0.5,0.66,completed,86.5,0,True
T002029,2025-05-24,W012,Anita Rana,Grafting - Cleft,expert,ZONE-D,0.6,0.57,completed,82.0,0,False
T002030,2025-05-24,W012,Anita Rana,Grafting - Bud,intermediate,ZONE-B,0.4,0.42,completed,76.1,0,False
T002031,2025-05-24,W012,Anita Rana,Packing & Dispatch,basic,ZONE-F,2.0,2.4,completed,79.1,0,False
T002032,2025-05-24,W013,Suresh Bhatt,Equipment Maintenance,intermediate,ZONE-D,1.5,2.0,completed,96.9,0,False
T002033,2025-05-24,W013,Suresh Bhatt,Watering,basic,ZONE-F,1.5,1.55,completed,73.7,0,False
T002034,2025-05-24,W013,Suresh Bhatt,Grafting - Whip and Tongue,expert,ZONE-A,0.5,0.57,completed,76.4,0,True
T002035,2025-05-24,W013,Suresh Bhatt,Packing & Dispatch,basic,ZONE-A,2.0,2.03,completed,100.0,0,True
T002036,2025-05-24,W013,Suresh Bhatt,Packing & Dispatch,basic,ZONE-A,2.0,2.33,completed,76.5,0,False
T002037,2025-05-24,W014,Geeta Rawat,Transplanting,basic,ZONE-A,1.5,1.31,incomplete,0.0,0,False
T002038,2025-05-24,W014,Geeta Rawat,Equipment Maintenance,intermediate,ZONE-F,1.5,1.47,incomplete,0.0,0,False
T002039,2025-05-24,W015,Abdul Rashid,Pruning,intermediate,ZONE-D,1.0,0.98,completed,94.5,0,False
T002040,2025-05-24,W015,Abdul Rashid,Transplanting,basic,ZONE-F,1.5,1.83,completed,57.3,0,False
T002041,2025-05-24,W015,Abdul Rashid,Grafting - Cleft,expert,ZONE-E,0.6,0.94,incomplete,0.0,0,False
T002042,2025-05-24,W015,Abdul Rashid,Transplanting,basic,ZONE-B,1.5,1.83,completed,79.4,0,False
T002043,2025-05-24,W015,Abdul Rashid,Grafting - Whip and Tongue,expert,ZONE-F,0.5,0.85,completed,82.1,0,False
T002044,2025-05-26,W001,Rajesh Kumar,Grafting - Cleft,expert,ZONE-A,0.6,0.76,in_progress,0.0,0,False
T002045,2025-05-26,W001,Rajesh Kumar,Watering,basic,ZONE-D,1.5,2.02,in_progress,0.0,0,False
T002046,2025-05-26,W001,Rajesh Kumar,Grafting - Cleft,expert,ZONE-C,0.6,0.87,completed,62.8,0,False
T002047,2025-05-26,W001,Rajesh Kumar,Pruning,intermediate,ZONE-B,1.0,1.1,completed,86.8,0,False
T002048,2025-05-26,W002,Priya Sharma,Grafting - Bud,intermediate,ZONE-F,0.4,0.49,completed,83.6,0,False
T002049,2025-05-26,W002,Priya Sharma,Fertilizer Application,basic,ZONE-D,2.0,2.14,completed,60.7,0,False
T002050,2025-05-26,W003,Mohammad Iqbal,Transplanting,basic,ZONE-E,1.5,1.65,completed,87.2,0,False
T002051,2025-05-26,W003,Mohammad Iqbal,Grafting - Whip and Tongue,expert,ZONE-C,0.5,0.75,completed,65.5,0,False
T002052,2025-05-26,W003,Mohammad Iqbal,Fertilizer Application,basic,ZONE-F,2.0,2.61,completed,76.0,0,False
T002053,2025-05-26,W004,Sunita Devi,Grafting - Whip and Tongue,expert,ZONE-C,0.5,0.29,completed,76.1,0,False
T002054,2025-05-26,W004,Sunita Devi,Grafting - Cleft,expert,ZONE-B,0.6,0.43,completed,88.5,0,False
T002055,2025-05-26,W004,Sunita Devi,Grafting - Bud,intermediate,ZONE-B,0.4,0.64,completed,100.0,0,False
T002056,2025-05-26,W004,Sunita Devi,Grafting - Cleft,expert,ZONE-C,0.6,0.74,completed,91.9,0,True
T002057,2025-05-26,W004,Sunita Devi,Watering,basic,ZONE-A,1.5,1.4,completed,83.6,0,False
T002058,2025-05-26,W005,Amit Singh,Fertilizer Application,basic,ZONE-B,2.0,1.51,completed,85.6,0,False
T002059,2025-05-26,W005,Amit Singh,Grafting - Cleft,expert,ZONE-C,0.6,0.63,completed,95.4,0,False
T002060,2025-05-26,W005,Amit Singh,Grafting - Bud,intermediate,ZONE-E,0.4,0.35,completed,70.0,0,False
T002061,2025-05-26,W005,Amit Singh,Grafting - Cleft,expert,ZONE-D,0.6,0.72,completed,85.3,0,False
T002062,2025-05-26,W006,Kavita Devi,Packing & Dispatch,basic,ZONE-D,2.0,2.12,completed,66.6,0,False
T002063,2025-05-26,W006,Kavita Devi,Grafting - Whip and Tongue,expert,ZONE-F,0.5,0.62,completed,81.3,0,False
T002064,2025-05-26,W006,Kavita Devi,Packing & Dispatch,basic,ZONE-D,2.0,2.25,completed,78.4,0,False
T002065,2025-05-26,W006,Kavita Devi,Grafting - Bud,intermediate,ZONE-F,0.4,0.44,completed,100.0,0,False
T002066,2025-05-26,W007,Vikram Thakur,Transplanting,basic,ZONE-F,1.5,1.58,completed,83.3,0,False
T002067,2025-05-26,W007,Vikram Thakur,Grafting - Cleft,expert,ZONE-E,0.6,0.75,completed,88.6,0,False
T002068,2025-05-26,W007,Vikram Thakur,Pest Inspection,intermediate,ZONE-C,2.5,2.78,completed,88.0,0,False
T002069,2025-05-26,W007,Vikram Thakur,Watering,basic,ZONE-D,1.5,1.94,completed,85.8,0,False
T002070,2025-05-26,W007,Vikram Thakur,Grafting - Bud,intermediate,ZONE-A,0.4,0.49,incomplete,0.0,0,False
T002071,2025-05-26,W008,Fatima Begum,Equipment Maintenance,intermediate,ZONE-D,1.5,1.88,completed,71.9,1,False
T002072,2025-05-26,W008,Fatima Begum,Disease Treatment,intermediate,ZONE-D,1.0,1.28,in_progress,0.0,0,False
T002073,2025-05-26,W008,Fatima Begum,Fertilizer Application,basic,ZONE-F,2.0,1.82,completed,81.2,0,False
T002074,2025-05-26,W008,Fatima Begum,Grafting - Bud,intermediate,ZONE-A,0.4,0.28,completed,68.1,0,False
T002075,2025-05-26,W008,Fatima Begum,Packing & Dispatch,basic,ZONE-E,2.0,2.56,completed,88.8,0,False
T002076,2025-05-26,W009,Ravi Shankar,Transplanting,basic,ZONE-E,1.5,1.91,completed,92.2,0,False
T002077,2025-05-26,W009,Ravi Shankar,Grafting - Cleft,expert,ZONE-C,0.6,0.61,completed,83.8,0,False
T002078,2025-05-26,W009,Ravi Shankar,Watering,basic,ZONE-E,1.5,1.63,completed,83.2,0,False
T002079,2025-05-26,W009,Ravi Shankar,Grafting - Bud,intermediate,ZONE-A,0.4,0.57,completed,86.3,0,False
T002080,2025-05-26,W009,Ravi Shankar,Grafting - Whip and Tongue,expert,ZONE-E,0.5,0.22,completed,62.6,0,True
T002081,2025-05-26,W010,Meena Kumari,Grafting - Whip and Tongue,expert,ZONE-B,0.5,0.1,completed,88.9,0,False
T002082,2025-05-26,W010,Meena Kumari,Transplanting,basic,ZONE-B,1.5,1.69,completed,74.6,0,False
T002083,2025-05-26,W011,Deepak Negi,Pruning,intermediate,ZONE-A,1.0,0.92,completed,82.7,0,False
T002084,2025-05-26,W011,Deepak Negi,Disease Treatment,intermediate,ZONE-D,1.0,1.31,completed,84.5,0,False
T002085,2025-05-26,W011,Deepak Negi,Watering,basic,ZONE-C,1.5,1.97,completed,81.1,0,False
T002086,2025-05-26,W011,Deepak Negi,Disease Treatment,intermediate,ZONE-F,1.0,1.18,completed,81.7,0,False
T002087,2025-05-26,W012,Anita Rana,Shade Net Management,basic,ZONE-A,1.0,0.93,completed,82.5,0,False
T002088,2025-05-26,W012,Anita Rana,Shade Net Management,basic,ZONE-F,1.0,1.21,completed,79.1,0,False
T002089,2025-05-26,W013,Suresh Bhatt,Shade Net Management,basic,ZONE-D,1.0,1.52,completed,78.1,0,False
T002090,2025-05-26,W013,Suresh Bhatt,Growth Measurement,intermediate,ZONE-D,2.0,2.17,completed,82.1,0,False
T002091,2025-05-26,W013,Suresh Bhatt,Grafting - Whip and Tongue,expert,ZONE-D,0.5,0.5,completed,79.2,0,False
T002092,2025-05-26,W013,Suresh Bhatt,Fertilizer Application,basic,ZONE-A,2.0,2.07,completed,74.8,0,False
T002093,2025-05-26,W014,Geeta Rawat,Fertilizer Application,basic,ZONE-B,2.0,2.1,completed,75.4,0,False
T002094,2025-05-26,W014,Geeta Rawat,Soil Preparation,basic,ZONE-A,3.0,3.51,completed,84.9,1,False
T002095,2025-05-26,W014,Geeta Rawat,Equipment Maintenance,intermediate,ZONE-D,1.5,1.31,incomplete,0.0,0,False
T002096,2025-05-26,W015,Abdul Rashid,Growth Measurement,intermediate,ZONE-F,2.0,2.17,incomplete,0.0,0,False
T002097,2025-05-26,W015,Abdul Rashid,Transplanting,basic,ZONE-E,1.5,1.17,completed,99.9,0,False
T002098,2025-05-27,W001,Rajesh Kumar,Pest Inspection,intermediate,ZONE-F,2.5,2.69,completed,68.7,0,False
T002099,2025-05-27,W001,Rajesh Kumar,Grafting - Whip and Tongue,expert,ZONE-B,0.5,0.34,completed,81.1,0,False
T002100,2025-05-27,W002,Priya Sharma,Soil Preparation,basic,ZONE-D,3.0,2.96,completed,92.1,0,False
T002101,2025-05-27,W002,Priya Sharma,Pruning,intermediate,ZONE-C,1.0,1.02,completed,81.2,0,False
T002102,2025-05-27,W002,Priya Sharma,Packing & Dispatch,basic,ZONE-F,2.0,2.29,completed,70.5,0,False
T002103,2025-05-27,W003,Mohammad Iqbal,Transplanting,basic,ZONE-B,1.5,1.48,completed,83.7,1,False
T002104,2025-05-27,W003,Mohammad Iqbal,Pruning,intermediate,ZONE-D,1.0,1.18,completed,84.4,0,False
T002105,2025-05-27,W003,Mohammad Iqbal,Grafting - Cleft,expert,ZONE-F,0.6,0.69,completed,90.4,0,False
T002106,2025-05-27,W003,Mohammad Iqbal,Transplanting,basic,ZONE-F,1.5,1.66,completed,71.7,0,False
T002107,2025-05-27,W003,Mohammad Iqbal,Packing & Dispatch,basic,ZONE-C,2.0,2.13,completed,100.0,0,False
T002108,2025-05-27,W004,Sunita Devi,Packing & Dispatch,basic,ZONE-C,2.0,2.55,completed,85.1,1,False
T002109,2025-05-27,W004,Sunita Devi,Pest Inspection,intermediate,ZONE-A,2.5,2.43,completed,74.2,0,False
T002110,2025-05-27,W004,Sunita Devi,Transplanting,basic,ZONE-A,1.5,1.45,completed,71.5,0,False
T002111,2025-05-27,W005,Amit Singh,Pruning,intermediate,ZONE-B,1.0,1.16,completed,91.0,0,False
T002112,2025-05-27,W005,Amit Singh,Pruning,intermediate,ZONE-B,1.0,0.87,completed,84.1,0,False
T002113,2025-05-27,W005,Amit Singh,Packing & Dispatch,basic,ZONE-E,2.0,2.33,completed,93.4,0,False
T002114,2025-05-27,W005,Amit Singh,Equipment Maintenance,intermediate,ZONE-E,1.5,2.09,completed,79.0,0,False
T002115,2025-05-27,W005,Amit Singh,Disease Treatment,intermediate,ZONE-A,1.0,0.99,completed,70.9,0,False
T002116,2025-05-27,W006,Kavita Devi,Shade Net Management,basic,ZONE-E,1.0,0.93,completed,79.4,0,False
T002117,2025-05-27,W006,Kavita Devi,Growth Measurement,intermediate,ZONE-A,2.0,2.03,completed,91.7,0,False
T002118,2025-05-27,W006,Kavita Devi,Growth Measurement,intermediate,ZONE-D,2.0,2.28,completed,84.5,0,False
T002119,2025-05-27,W006,Kavita Devi,Transplanting,basic,ZONE-A,1.5,1.07,completed,68.2,0,False
T002120,2025-05-27,W006,Kavita Devi,Soil Preparation,basic,ZONE-A,3.0,3.54,completed,78.2,0,False
T002121,2025-05-27,W007,Vikram Thakur,Grafting - Cleft,expert,ZONE-B,0.6,0.22,completed,73.9,0,False
T002122,2025-05-27,W007,Vikram Thakur,Watering,basic,ZONE-F,1.5,1.83,completed,85.6,0,False
T002123,2025-05-27,W007,Vikram Thakur,Packing & Dispatch,basic,ZONE-A,2.0,1.84,completed,97.3,0,False
T002124,2025-05-27,W007,Vikram Thakur,Fertilizer Application,basic,ZONE-C,2.0,2.23,completed,82.5,0,False
T002125,2025-05-27,W008,Fatima Begum,Disease Treatment,intermediate,ZONE-B,1.0,0.91,completed,80.7,0,False
T002126,2025-05-27,W008,Fatima Begum,Grafting - Bud,intermediate,ZONE-D,0.4,0.16,completed,73.2,0,True
T002127,2025-05-27,W008,Fatima Begum,Shade Net Management,basic,ZONE-F,1.0,1.45,completed,95.9,1,False
T002128,2025-05-27,W008,Fatima Begum,Fertilizer Application,basic,ZONE-F,2.0,2.17,completed,100.0,0,False
T002129,2025-05-27,W009,Ravi Shankar,Disease Treatment,intermediate,ZONE-D,1.0,1.09,completed,75.2,0,False
T002130,2025-05-27,W009,Ravi Shankar,Packing & Dispatch,basic,ZONE-B,2.0,2.31,completed,100.0,0,False
T002131,2025-05-27,W009,Ravi Shankar,Grafting - Whip and Tongue,expert,ZONE-A,0.5,0.74,completed,78.2,0,True
T002132,2025-05-27,W009,Ravi Shankar,Grafting - Cleft,expert,ZONE-C,0.6,0.31,completed,77.3,0,False
T002133,2025-05-27,W009,Ravi Shankar,Pest Inspection,intermediate,ZONE-D,2.5,2.38,completed,70.5,1,False
T002134,2025-05-27,W010,Meena Kumari,Grafting - Whip and Tongue,expert,ZONE-C,0.5,0.12,incomplete,0.0,0,False
T002135,2025-05-27,W010,Meena Kumari,Growth Measurement,intermediate,ZONE-D,2.0,2.47,incomplete,0.0,0,False
T002136,2025-05-27,W010,Meena Kumari,Pruning,intermediate,ZONE-C,1.0,1.08,completed,84.0,0,True
T002137,2025-05-27,W010,Meena Kumari,Watering,basic,ZONE-C,1.5,1.47,completed,85.5,0,False
T002138,2025-05-27,W011,Deepak Negi,Grafting - Whip and Tongue,expert,ZONE-D,0.5,0.92,completed,81.4,0,False
T002139,2025-05-27,W011,Deepak Negi,Pest Inspection,intermediate,ZONE-F,2.5,2.7,completed,68.0,0,False
T002140,2025-05-27,W011,Deepak Negi,Grafting - Bud,intermediate,ZONE-F,0.4,0.71,completed,96.7,0,False
T002141,2025-05-27,W012,Anita Rana,Pruning,intermediate,ZONE-E,1.0,1.25,completed,77.5,0,False
T002142,2025-05-27,W012,Anita Rana,Pruning,intermediate,ZONE-F,1.0,0.94,completed,62.8,0,False
T002143,2025-05-27,W012,Anita Rana,Grafting - Bud,intermediate,ZONE-C,0.4,0.32,completed,89.5,0,False
T002144,2025-05-27,W012,Anita Rana,Fertilizer Application,basic,ZONE-F,2.0,2.49,completed,97.3,0,False
T002145,2025-05-27,W012,Anita Rana,Pest Inspection,intermediate,ZONE-D,2.5,2.6,completed,65.5,0,False
T002146,2025-05-27,W013,Suresh Bhatt,Pruning,intermediate,ZONE-E,1.0,1.2,completed,88.3,0,False
T002147,2025-05-27,W013,Suresh Bhatt,Growth Measurement,intermediate,ZONE-E,2.0,2.15,completed,76.2,0,False
T002148,2025-05-27,W013,Suresh Bhatt,Grafting - Cleft,expert,ZONE-A,0.6,0.72,completed,79.4,0,False
T002149,2025-05-27,W013,Suresh Bhatt,Watering,basic,ZONE-F,1.5,1.67,completed,57.8,0,False
T002150,2025-05-27,W014,Geeta Rawat,Packing & Dispatch,basic,ZONE-F,2.0,2.39,completed,80.7,0,False
T002151,2025-05-27,W014,Geeta Rawat,Growth Measurement,intermediate,ZONE-C,2.0,1.95,completed,71.4,0,False
T002152,2025-05-27,W014,Geeta Rawat,Growth Measurement,intermediate,ZONE-C,2.0,2.51,completed,90.0,0,False
T002153,2025-05-27,W015,Abdul Rashid,Transplanting,basic,ZONE-E,1.5,1.97,completed,66.0,0,False
T002154,2025-05-27,W015,Abdul Rashid,Soil Preparation,basic,ZONE-B,3.0,3.72,completed,72.1,0,False
T002155,2025-05-27,W015,Abdul Rashid,Disease Treatment,intermediate,ZONE-B,1.0,1.13,completed,78.1,0,False
T002156,2025-05-27,W015,Abdul Rashid,Fertilizer Application,basic,ZONE-D,2.0,2.1,completed,74.7,0,False
T002157,2025-05-28,W001,Rajesh Kumar,Equipment Maintenance,intermediate,ZONE-B,1.5,1.67,completed,87.2,0,False
T002158,2025-05-28,W001,Rajesh Kumar,Packing & Dispatch,basic,ZONE-B,2.0,1.88,completed,81.2,0,True
T002159,2025-05-28,W001,Rajesh Kumar,Growth Measurement,intermediate,ZONE-C,2.0,2.42,completed,90.7,0,False
T002160,2025-05-28,W001,Rajesh Kumar,Watering,basic,ZONE-F,1.5,1.89,in_progress,0.0,0,False
T002161,2025-05-28,W002,Priya Sharma,Grafting - Bud,intermediate,ZONE-C,0.4,0.58,incomplete,0.0,0,False
T002162,2025-05-28,W002,Priya Sharma,Growth Measurement,intermediate,ZONE-E,2.0,2.34,completed,92.0,0,False
