date,worker_id,worker_name,status,checkin_time,checkout_time,work_hours,is_late,overtime_hours,nfc_scan_location
2025-10-03,W004,Sunita Devi,present,07:11,17:00,9.8,False,0.8,greenhouse_a
2025-10-04,W004,Sunita Devi,absent,,,0.0,False,0.0,
2025-10-06,W004,Sunita Devi,present,07:08,17:00,9.9,False,0.9,office
2025-10-07,W004,Sunita Devi,present,07:05,17:05,10.0,False,1.0,main_gate
2025-10-08,W004,Sunita Devi,absent,,,0.0,False,0.0,
2025-10-09,W004,Sunita Devi,absent,,,0.0,False,0.0,
2025-10-10,W004,Sunita Devi,absent,,,0.0,False,0.0,
2025-10-11,W004,Sunita Devi,present,07:04,19:22,12.3,False,3.3,greenhouse_a
2025-10-13,W004,Sunita Devi,present,07:01,17:04,10.1,False,1.1,office
2025-10-14,W004,Sunita Devi,absent,,,0.0,False,0.0,
2025-10-15,W004,Sunita Devi,present,07:00,17:00,10.0,False,1.0,office
2025-10-16,W004,Sunita Devi,present,07:00,17:00,10.0,False,1.0,main_gate
2025-10-17,W004,Sunita Devi,present,09:26,17:17,7.8,True,0.0,office
2025-10-18,W004,Sunita Devi,absent,,,0.0,False,0.0,
2025-10-20,W004,Sunita Devi,present,07:00,17:00,10.0,False,1.0,main_gate
2025-10-21,W004,Sunita Devi,present,07:00,17:00,10.0,False,1.0,greenhouse_a
2025-10-22,W004,Sunita Devi,absent,,,0.0,False,0.0,
2025-10-23,W004,Sunita Devi,present,08:57,17:00,8.1,True,0.0,greenhouse_a
2025-10-24,W004,Sunita Devi,present,07:01,17:00,10.0,False,1.0,greenhouse_a
2025-10-25,W004,Sunita Devi,absent,,,0.0,False,0.0,
2025-10-27,W004,Sunita Devi,absent,,,0.0,False,0.0,
2025-10-28,W004,Sunita Devi,present,07:11,17:18,10.1,False,1.1,office
2025-10-29,W004,Sunita Devi,present,07:00,17:00,10.0,False,1.0,greenhouse_a
2025-10-30,W004,Sunita Devi,present,07:00,17:00,10.0,False,1.0,office
2025-10-31,W004,Sunita Devi,absent,,,0.0,False,0.0,
2025-11-01,W004,Sunita Devi,present,10:45,17:00,6.2,True,0.0,office
2025-11-03,W004,Sunita Devi,present,07:00,17:00,10.0,False,1.0,office
2025-11-04,W004,Sunita Devi,present,07:00,17:03,10.1,False,1.1,main_gate
2025-11-05,W004,Sunita Devi,absent,,,0.0,False,0.0,
2025-11-06,W004,Sunita Devi,present,07:00,17:00,10.0,False,1.0,greenhouse_a
2025-11-07,W004,Sunita Devi,present,07:00,17:05,10.1,False,1.1,main_gate
2025-11-08,W004,Sunita Devi,present,09:19,17:00,7.7,True,0.0,main_gate
2025-11-10,W004,Sunita Devi,present,07:00,17:00,10.0,False,1.0,main_gate
2025-11-11,W004,Sunita Devi,present,07:07,17:00,9.9,False,0.9,greenhouse_a
2025-11-12,W004,Sunita Devi,present,07:03,17:18,10.2,False,1.2,greenhouse_a
2025-11-13,W004,Sunita Devi,present,07:01,20:08,13.1,False,4.1,office
2025-11-14,W004,Sunita Devi,present,07:00,19:42,12.7,False,3.7,main_gate
2025-11-15,W004,Sunita Devi,present,07:10,17:00,9.8,False,0.8,greenhouse_a
2025-11-17,W004,Sunita Devi,present,07:05,17:05,10.0,False,1.0,office
2025-11-18,W004,Sunita Devi,present,11:44,17:18,5.6,True,0.0,main_gate
2025-11-19,W004,Sunita Devi,absent,,,0.0,False,0.0,
2025-11-20,W004,Sunita Devi,absent,,,0.0,False,0.0,
2025-11-21,W004,Sunita Devi,present,07:12,17:05,9.9,False,0.9,office
2025-11-22,W004,Sunita Devi,absent,,,0.0,False,0.0,
2025-11-24,W004,Sunita Devi,present,07:00,20:57,13.9,False,4.9,main_gate
2025-11-25,W004,Sunita Devi,absent,,,0.0,False,0.0,
2025-11-26,W004,Sunita Devi,present,07:02,17:00,10.0,False,1.0,office
2025-11-27,W004,Sunita Devi,present,07:03,17:00,9.9,False,0.9,office
2025-11-28,W004,Sunita Devi,present,07:00,17:15,10.2,False,1.2,greenhouse_a
2025-11-29,W004,Sunita Devi,present,07:00,17:07,10.1,False,1.1,main_gate
2025-12-01,W004,Sunita Devi,present,07:00,17:01,10.0,False,1.0,greenhouse_a
2025-12-02,W004,Sunita Devi,present,07:05,17:00,9.9,False,0.9,office
2025-12-03,W004,Sunita Devi,present,07:06,17:01,9.9,False,0.9,main_gate
2025-12-04,W004,Sunita Devi,present,07:12,17:24,10.2,False,1.2,greenhouse_a
2025-12-05,W004,Sunita Devi,present,07:00,20:45,13.8,False,4.8,greenhouse_a
2025-12-06,W004,Sunita Devi,absent,,,0.0,False,0.0,
2025-12-08,W004,Sunita Devi,present,07:07,17:00,9.9,False,0.9,greenhouse_a
2025-12-09,W004,Sunita Devi,absent,,,0.0,False,0.0,
2025-12-10,W004,Sunita Devi,present,07:02,17:17,10.2,False,1.2,office
2025-12-11,W004,Sunita Devi,present,07:01,17:00,10.0,False,1.0,main_gate
2025-12-12,W004,Sunita Devi,present,07:00,17:25,10.4,False,1.4,main_gate
2025-12-13,W004,Sunita Devi,present,07:05,18:06,11.0,False,2.0,greenhouse_a
2025-12-15,W004,Sunita Devi,absent,,,0.0,False,0.0,
2025-12-16,W004,Sunita Devi,present,07:03,18:19,11.3,False,2.3,main_gate
2025-12-17,W004,Sunita Devi,present,07:03,17:00,9.9,False,0.9,main_gate
2025-12-18,W004,Sunita Devi,present,07:00,17:01,10.0,False,1.0,greenhouse_a
2025-12-19,W004,Sunita Devi,present,07:11,17:16,10.1,False,1.1,main_gate
2025-12-20,W004,Sunita Devi,absent,,,0.0,False,0.0,
2025-12-22,W004,Sunita Devi,present,07:00,17:00,10.0,False,1.0,main_gate
2025-12-23,W004,Sunita Devi,present,11:07,17:15,6.1,True,0.0,main_gate
2025-12-24,W004,Sunita Devi,present,07:00,17:00,10.0,False,1.0,office
2025-12-25,W004,Sunita Devi,present,07:15,17:00,9.8,False,0.8,main_gate
2025-12-26,W004,Sunita Devi,present,07:00,18:30,11.5,False,2.5,office
2025-12-27,W004,Sunita Devi,present,07:00,19:37,12.6,False,3.6,main_gate
2025-12-29,W004,Sunita Devi,present,07:00,17:00,10.0,False,1.0,office
2025-12-30,W004,Sunita Devi,present,07:09,17:00,9.8,False,0.8,office
2025-12-31,W004,Sunita Devi,present,07:12,17:00,9.8,False,0.8,office
2026-01-01,W004,Sunita Devi,present,07:19,17:00,9.7,False,0.7,main_gate
2026-01-02,W004,Sunita Devi,present,07:00,17:00,10.0,False,1.0,main_gate
2026-01-03,W004,Sunita Devi,absent,,,0.0,False,0.0,
2026-01-05,W004,Sunita Devi,present,07:00,17:00,10.0,False,1.0,main_gate
2026-01-06,W004,Sunita Devi,present,07:12,17:00,9.8,False,0.8,office
2026-01-07,W004,Sunita Devi,present,07:00,17:14,10.2,False,1.2,main_gate
2026-01-08,W004,Sunita Devi,absent,,,0.0,False,0.0,
2026-01-09,W004,Sunita Devi,absent,,,0.0,False,0.0,
2026-01-10,W004,Sunita Devi,present,07:12,17:17,10.1,False,1.1,greenhouse_a
2026-01-12,W004,Sunita Devi,present,10:13,17:04,6.8,True,0.0,greenhouse_a
2026-01-13,W004,Sunita Devi,present,07:05,17:00,9.9,False,0.9,office
2026-01-14,W004,Sunita Devi,present,07:00,17:00,10.0,False,1.0,main_gate
2026-01-15,W004,Sunita Devi,present,07:00,17:25,10.4,False,1.4,office
2026-01-16,W004,Sunita Devi,present,07:00,19:29,12.5,False,3.5,greenhouse_a
2026-01-17,W004,Sunita Devi,absent,,,0.0,False,0.0,
2026-01-19,W004,Sunita Devi,absent,,,0.0,False,0.0,
2026-01-20,W004,Sunita Devi,present,07:06,19:21,12.2,False,3.2,main_gate
2026-01-21,W004,Sunita Devi,present,07:00,17:00,10.0,False,1.0,office
2026-01-22,W004,Sunita Devi,present,07:00,17:14,10.2,False,1.2,office
2026-01-23,W004,Sunita Devi,absent,,,0.0,False,0.0,
2026-01-24,W004,Sunita Devi,absent,,,0.0,False,0.0,
2026-01-26,W004,Sunita Devi,present,07:00,17:18,10.3,False,1.3,main_gate
2026-01-27,W004,Sunita Devi,present,07:00,17:00,10.0,False,1.0,office
2026-01-28,W004,Sunita Devi,absent,,,0.0,False,0.0,
2026-01-29,W004,Sunita Devi,present,07:00,17:00,10.0,False,1.0,main_gate
2026-01-30,W004,Sunita Devi,present,07:11,17:00,9.8,False,0.8,office
2026-01-31,W004,Sunita Devi,present,07:10,17:05,9.9,False,0.9,office
2026-02-02,W004,Sunita Devi,absent,,,0.0,False,0.0,
2026-02-03,W004,Sunita Devi,present,07:00,17:06,10.1,False,1.1,main_gate
2026-02-04,W004,Sunita Devi,present,07:00,17:00,10.0,False,1.0,greenhouse_a
2026-02-05,W004,Sunita Devi,absent,,,0.0,False,0.0,
2026-02-06,W004,Sunita Devi,absent,,,0.0,False,0.0,
2026-02-07,W004,Sunita Devi,absent,,,0.0,False,0.0,
2026-02-09,W004,Sunita Devi,present,07:00,17:00,10.0,False,1.0,office
2026-02-10,W004,Sunita Devi,present,07:03,17:00,9.9,False,0.9,main_gate
2026-02-11,W004,Sunita Devi,absent,,,0.0,False,0.0,
2026-02-12,W004,Sunita Devi,absent,,,0.0,False,0.0,
2026-02-13,W004,Sunita Devi,absent,,,0.0,False,0.0,
2026-02-14,W004,Sunita Devi,present,07:01,17:07,10.1,False,1.1,main_gate
2026-02-16,W004,Sunita Devi,present,07:00,18:57,11.9,False,2.9,main_gate
2026-02-17,W004,Sunita Devi,present,07:12,17:00,9.8,False,0.8,office
2026-02-18,W004,Sunita Devi,absent,,,0.0,False,0.0,
2026-02-19,W004,Sunita Devi,present,07:08,17:14,10.1,False,1.1,main_gate
2026-02-20,W004,Sunita Devi,absent,,,0.0,False,0.0,
2026-02-21,W004,Sunita Devi,present,07:00,17:00,10.0,False,1.0,main_gate
2026-02-23,W004,Sunita Devi,present,07:00,17:02,10.0,False,1.0,office
2026-02-24,W004,Sunita Devi,present,08:08,17:00,8.9,True,0.0,greenhouse_a
2026-02-25,W004,Sunita Devi,present,07:00,17:46,10.8,False,1.8,office
2026-02-26,W004,Sunita Devi,absent,,,0.0,False,0.0,
2026-02-27,W004,Sunita Devi,present,07:14,17:00,9.8,False,0.8,office
2026-02-28,W004,Sunita Devi,present,07:00,17:00,10.0,False,1.0,greenhouse_a
2026-03-02,W004,Sunita Devi,present,07:11,17:06,9.9,False,0.9,main_gate
2026-03-03,W004,Sunita Devi,absent,,,0.0,False,0.0,
2026-03-04,W004,Sunita Devi,present,07:00,17:00,10.0,False,1.0,office
2026-03-05,W004,Sunita Devi,present,07:00,20:51,13.8,False,4.8,office
2026-03-06,W004,Sunita Devi,present,07:08,17:00,9.9,False,0.9,main_gate
2026-03-07,W004,Sunita Devi,absent,,,0.0,False,0.0,
2026-03-09,W004,Sunita Devi,absent,,,0.0,False,0.0,
2026-03-10,W004,Sunita Devi,present,07:02,17:00,10.0,False,1.0,main_gate
2026-03-11,W004,Sunita Devi,present,07:00,17:11,10.2,False,1.2,main_gate
2026-03-12,W004,Sunita Devi,present,07:29,17:18,9.8,False,0.8,office
2026-03-13,W004,Sunita Devi,present,07:00,17:05,10.1,False,1.1,office
2026-03-14,W004,Sunita Devi,present,07:00,17:06,10.1,False,1.1,office
2026-03-16,W004,Sunita Devi,present,07:07,17:00,9.9,False,0.9,office
2026-03-17,W004,Sunita Devi,absent,,,0.0,False,0.0,
2026-03-18,W004,Sunita Devi,absent,,,0.0,False,0.0,
2026-03-19,W004,Sunita Devi,present,07:00,17:08,10.1,False,1.1,greenhouse_a
2026-03-20,W004,Sunita Devi,absent,,,0.0,False,0.0,
2026-03-21,W004,Sunita Devi,present,07:00,17:00,10.0,False,1.0,greenhouse_a
2026-03-23,W004,Sunita Devi,present,07:00,17:00,10.0,False,1.0,office
2026-03-24,W004,Sunita Devi,present,08:17,17:04,8.8,True,0.0,main_gate
2026-03-25,W004,Sunita Devi,present,07:00,17:00,10.0,False,1.0,main_gate
2026-03-26,W004,Sunita Devi,present,07:00,17:19,10.3,False,1.3,main_gate
2026-03-27,W004,Sunita Devi,present,07:00,17:00,10.0,False,1.0,office
2026-03-28,W004,Sunita Devi,absent,,,0.0,False,0.0,
2026-03-30,W004,Sunita Devi,present,07:00,17:10,10.2,False,1.2,office
2026-03-31,W004,Sunita Devi,present,07:00,17:00,10.0,False,1.0,office
2026-04-01,W004,Sunita Devi,present,07:00,17:01,10.0,False,1.0,office
2026-04-02,W004,Sunita Devi,present,07:00,17:00,10.0,False,1.0,main_gate
2026-04-03,W004,Sunita Devi,present,07:15,17:00,9.8,False,0.8,greenhouse_a
2026-04-04,W004,Sunita Devi,absent,,,0.0,False,0.0,
2026-04-06,W004,Sunita Devi,present,07:00,20:45,13.8,False,4.8,greenhouse_a
2026-04-07,W004,Sunita Devi,absent,,,0.0,False,0.0,
2026-04-08,W004,Sunita Devi,present,08:26,17:06,8.7,True,0.0,office
2026-04-09,W004,Sunita Devi,present,07:19,17:17,10.0,False,1.0,office
2025-04-10,W005,Amit Singh,absent,,,0.0,False,0.0,
2025-04-11,W005,Amit Singh,absent,,,0.0,False,0.0,
2025-04-12,W005,Amit Singh,present,07:00,18:04,11.1,False,2.1,main_gate
2025-04-14,W005,Amit Singh,present,07:03,17:01,10.0,False,1.0,greenhouse_a
2025-04-15,W005,Amit Singh,present,07:03,17:02,10.0,False,1.0,greenhouse_a
2025-04-16,W005,Amit Singh,absent,,,0.0,False,0.0,
2025-04-17,W005,Amit Singh,present,07:01,17:00,10.0,False,1.0,main_gate
2025-04-18,W005,Amit Singh,present,07:00,17:08,10.1,False,1.1,greenhouse_a
2025-04-19,W005,Amit Singh,present,07:14,17:00,9.8,False,0.8,greenhouse_a
2025-04-21,W005,Amit Singh,present,07:13,18:02,10.8,False,1.8,office
2025-04-22,W005,Amit Singh,present,07:05,17:00,9.9,False,0.9,office
2025-04-23,W005,Amit Singh,present,11:00,17:05,6.1,True,0.0,office
2025-04-24,W005,Amit Singh,absent,,,0.0,False,0.0,
2025-04-25,W005,Amit Singh,present,07:02,17:00,10.0,False,1.0,office
2025-04-26,W005,Amit Singh,absent,,,0.0,False,0.0,
2025-04-28,W005,Amit Singh,present,09:24,17:18,7.9,True,0.0,greenhouse_a
2025-04-29,W005,Amit Singh,present,07:25,17:06,9.7,False,0.7,main_gate
2025-04-30,W005,Amit Singh,absent,,,0.0,False,0.0,
2025-05-01,W005,Amit Singh,absent,,,0.0,False,0.0,
2025-05-02,W005,Amit Singh,absent,,,0.0,False,0.0,
2025-05-03,W005,Amit Singh,present,10:21,17:01,6.7,True,0.0,office
2025-05-05,W005,Amit Singh,present,07:05,17:21,10.3,False,1.3,main_gate
2025-05-06,W005,Amit Singh,absent,,,0.0,False,0.0,
2025-05-07,W005,Amit Singh,present,07:03,17:00,9.9,False,0.9,main_gate
2025-05-08,W005,Amit Singh,present,07:02,17:10,10.1,False,1.1,office
2025-05-09,W005,Amit Singh,present,07:28,17:00,9.5,False,0.5,greenhouse_a
2025-05-10,W005,Amit Singh,present,07:04,17:05,10.0,False,1.0,greenhouse_a
2025-05-12,W005,Amit Singh,present,07:00,17:29,10.5,False,1.5,main_gate
2025-05-13,W005,Amit Singh,present,07:03,17:02,10.0,False,1.0,office
2025-05-14,W005,Amit Singh,present,10:53,17:00,6.1,True,0.0,greenhouse_a
2025-05-15,W005,Amit Singh,present,10:07,17:00,6.9,True,0.0,office
2025-05-16,W005,Amit Singh,present,07:00,17:18,10.3,False,1.3,office
2025-05-17,W005,Amit Singh,present,07:01,19:12,12.2,False,3.2,main_gate
2025-05-19,W005,Amit Singh,present,07:11,17:00,9.8,False,0.8,greenhouse_a
2025-05-20,W005,Amit Singh,present,08:07,17:38,9.5,True,0.5,main_gate
2025-05-21,W005,Amit Singh,present,07:03,17:02,10.0,False,1.0,office
2025-05-22,W005,Amit Singh,present,07:06,17:00,9.9,False,0.9,greenhouse_a
2025-05-23,W005,Amit Singh,present,07:08,17:06,10.0,False,1.0,main_gate
2025-05-24,W005,Amit Singh,present,07:00,17:11,10.2,False,1.2,main_gate
2025-05-26,W005,Amit Singh,present,07:00,17:00,10.0,False,1.0,main_gate
2025-05-27,W005,Amit Singh,present,07:14,17:00,9.8,False,0.8,office
2025-05-28,W005,Amit Singh,absent,,,0.0,False,0.0,
2025-05-29,W005,Amit Singh,present,07:11,17:00,9.8,False,0.8,office
2025-05-30,W005,Amit Singh,present,07:00,17:00,10.0,False,1.0,main_gate
2025-05-31,W005,Amit Singh,present,07:00,17:00,10.0,False,1.0,greenhouse_a
2025-06-02,W005,Amit Singh,present,07:00,17:00,10.0,False,1.0,main_gate
2025-06-03,W005,Amit Singh,absent,,,0.0,False,0.0,
2025-06-04,W005,Amit Singh,present,07:00,17:00,10.0,False,1.0,office
2025-06-05,W005,Amit Singh,present,07:12,17:08,9.9,False,0.9,greenhouse_a
2025-06-06,W005,Amit Singh,present,07:00,17:00,10.0,False,1.0,main_gate
2025-06-07,W005,Amit Singh,present,07:13,17:06,9.9,False,0.9,office
2025-06-09,W005,Amit Singh,present,07:01,17:00,10.0,False,1.0,greenhouse_a
2025-06-10,W005,Amit Singh,present,07:08,17:06,10.0,False,1.0,main_gate
2025-06-11,W005,Amit Singh,present,07:10,17:00,9.8,False,0.8,office
2025-06-12,W005,Amit Singh,present,07:00,17:00,10.0,False,1.0,greenhouse_a
2025-06-13,W005,Amit Singh,absent,,,0.0,False,0.0,
2025-06-14,W005,Amit Singh,absent,,,0.0,False,0.0,
2025-06-16,W005,Amit Singh,present,07:16,17:00,9.7,False,0.7,greenhouse_a
2025-06-17,W005,Amit Singh,present,07:00,17:00,10.0,False,1.0,main_gate
2025-06-18,W005,Amit Singh,absent,,,0.0,False,0.0,
2025-06-19,W005,Amit Singh,present,10:31,17:00,6.5,True,0.0,main_gate
2025-06-20,W005,Amit Singh,absent,,,0.0,False,0.0,
2025-06-21,W005,Amit Singh,absent,,,0.0,False,0.0,
2025-06-23,W005,Amit Singh,absent,,,0.0,False,0.0,
2025-06-24,W005,Amit Singh,present,07:11,17:09,10.0,False,1.0,greenhouse_a
2025-06-25,W005,Amit Singh,absent,,,0.0,False,0.0,
2025-06-26,W005,Amit Singh,present,07:07,17:00,9.9,False,0.9,office
2025-06-27,W005,Amit Singh,present,07:00,17:11,10.2,False,1.2,greenhouse_a
2025-06-28,W005,Amit Singh,present,07:00,17:00,10.0,False,1.0,greenhouse_a
2025-06-30,W005,Amit Singh,present,07:11,17:13,10.0,False,1.0,greenhouse_a
2025-07-01,W005,Amit Singh,present,07:00,17:00,10.0,False,1.0,greenhouse_a
2025-07-02,W005,Amit Singh,present,07:00,17:00,10.0,False,1.0,greenhouse_a
2025-07-03,W005,Amit Singh,absent,,,0.0,False,0.0,
2025-07-04,W005,Amit Singh,present,07:00,17:05,10.1,False,1.1,greenhouse_a
2025-07-05,W005,Amit Singh,present,07:04,17:00,9.9,False,0.9,main_gate
2025-07-07,W005,Amit Singh,present,07:00,17:09,10.2,False,1.2,office
2025-07-08,W005,Amit Singh,present,07:00,17:03,10.1,False,1.1,office
2025-07-09,W005,Amit Singh,present,08:04,17:00,8.9,True,0.0,main_gate
2025-07-10,W005,Amit Singh,present,07:00,17:00,10.0,False,1.0,main_gate
2025-07-11,W005,Amit Singh,present,07:00,17:00,10.0,False,1.0,office
2025-07-12,W005,Amit Singh,present,07:01,19:54,12.9,False,3.9,office
2025-07-14,W005,Amit Singh,present,07:00,17:23,10.4,False,1.4,greenhouse_a
2025-07-15,W005,Amit Singh,present,08:16,17:02,8.8,True,0.0,main_gate
2025-07-16,W005,Amit Singh,present,07:04,17:22,10.3,False,1.3,office
2025-07-17,W005,Amit Singh,present,07:00,17:14,10.2,False,1.2,office
2025-07-18,W005,Amit Singh,present,07:18,17:00,9.7,False,0.7,greenhouse_a
2025-07-19,W005,Amit Singh,absent,,,0.0,False,0.0,
2025-07-21,W005,Amit Singh,present,07:09,17:00,9.8,False,0.8,office
2025-07-22,W005,Amit Singh,present,07:06,17:14,10.1,False,1.1,greenhouse_a
2025-07-23,W005,Amit Singh,present,07:09,17:00,9.8,False,0.8,office
2025-07-24,W005,Amit Singh,present,07:01,17:01,10.0,False,1.0,greenhouse_a
2025-07-25,W005,Amit Singh,present,07:05,17:00,9.9,False,0.9,main_gate
2025-07-26,W005,Amit Singh,present,07:00,17:00,10.0,False,1.0,main_gate
2025-07-28,W005,Amit Singh,present,07:07,17:37,10.5,False,1.5,greenhouse_a
2025-07-29,W005,Amit Singh,present,07:00,17:00,10.0,False,1.0,office
2025-07-30,W005,Amit Singh,present,07:02,17:16,10.2,False,1.2,main_gate
2025-07-31,W005,Amit Singh,present,07:00,17:06,10.1,False,1.1,office
2025-08-01,W005,Amit Singh,present,07:12,17:03,9.8,False,0.8,greenhouse_a
2025-08-02,W005,Amit Singh,present,07:07,17:05,10.0,False,1.0,main_gate
2025-08-04,W005,Amit Singh,present,09:55,17:05,7.2,True,0.0,greenhouse_a
2025-08-05,W005,Amit Singh,present,07:00,17:05,10.1,False,1.1,main_gate
2025-08-06,W005,Amit Singh,present,07:20,17:00,9.7,False,0.7,greenhouse_a
2025-08-07,W005,Amit Singh,present,07:03,17:00,9.9,False,0.9,main_gate
2025-08-08,W005,Amit Singh,absent,,,0.0,False,0.0,
2025-08-09,W005,Amit Singh,present,07:01,17:14,10.2,False,1.2,office
2025-08-11,W005,Amit Singh,absent,,,0.0,False,0.0,
2025-08-12,W005,Amit Singh,present,07:16,17:00,9.7,False,0.7,main_gate
2025-08-13,W005,Amit Singh,present,07:07,19:48,12.7,False,3.7,main_gate
2025-08-14,W005,Amit Singh,absent,,,0.0,False,0.0,
2025-08-15,W005,Amit Singh,present,07:00,17:02,10.0,False,1.0,office
2025-08-16,W005,Amit Singh,present,07:00,17:00,10.0,False,1.0,greenhouse_a
2025-08-18,W005,Amit Singh,present,07:00,20:33,13.6,False,4.6,main_gate
2025-08-19,W005,Amit Singh,present,08:42,17:00,8.3,True,0.0,office
2025-08-20,W005,Amit Singh,present,07:00,17:00,10.0,False,1.0,office
2025-08-21,W005,Amit Singh,present,07:00,17:00,10.0,False,1.0,main_gate
2025-08-22,W005,Amit Singh,present,07:00,17:04,10.1,False,1.1,main_gate
2025-08-23,W005,Amit Singh,present,07:03,17:00,9.9,False,0.9,greenhouse_a
2025-08-25,W005,Amit Singh,absent,,,0.0,False,0.0,
2025-08-26,W005,Amit Singh,present,07:08,17:00,9.9,False,0.9,greenhouse_a
2025-08-27,W005,Amit Singh,absent,,,0.0,False,0.0,
2025-08-28,W005,Amit Singh,present,07:00,19:23,12.4,False,3.4,main_gate
2025-08-29,W005,Amit Singh,present,07:05,17:00,9.9,False,0.9,main_gate
2025-08-30,W005,Amit Singh,absent,,,0.0,False,0.0,
2025-09-01,W005,Amit Singh,absent,,,0.0,False,0.0,
2025-09-02,W005,Amit Singh,present,07:01,17:00,10.0,False,1.0,office
2025-09-03,W005,Amit Singh,present,07:12,17:00,9.8,False,0.8,office
2025-09-04,W005,Amit Singh,present,07:05,17:00,9.9,False,0.9,main_gate
2025-09-05,W005,Amit Singh,present,07:10,17:14,10.1,False,1.1,greenhouse_a
2025-09-06,W005,Amit Singh,present,07:03,17:09,10.1,False,1.1,main_gate
2025-09-08,W005,Amit Singh,absent,,,0.0,False,0.0,
2025-09-09,W005,Amit Singh,present,07:08,17:22,10.2,False,1.2,office
2025-09-10,W005,Amit Singh,present,07:00,17:00,10.0,False,1.0,office
2025-09-11,W005,Amit Singh,present,07:00,17:00,10.0,False,1.0,main_gate
2025-09-12,W005,Amit Singh,present,07:04,17:00,9.9,False,0.9,main_gate
2025-09-13,W005,Amit Singh,present,07:00,17:00,10.0,False,1.0,office
2025-09-15,W005,Amit Singh,present,07:14,17:11,9.9,False,0.9,greenhouse_a
2025-09-16,W005,Amit Singh,present,07:11,17:00,9.8,False,0.8,office
2025-09-17,W005,Amit Singh,present,07:00,17:00,10.0,False,1.0,main_gate
2025-09-18,W005,Amit Singh,present,07:00,17:15,10.2,False,1.2,office
2025-09-19,W005,Amit Singh,present,07:00,17:00,10.0,False,1.0,greenhouse_a
2025-09-20,W005,Amit Singh,present,07:00,19:06,12.1,False,3.1,office
2025-09-22,W005,Amit Singh,absent,,,0.0,False,0.0,
2025-09-23,W005,Amit Singh,absent,,,0.0,False,0.0,
2025-09-24,W005,Amit Singh,present,07:00,17:00,10.0,False,1.0,greenhouse_a
2025-09-25,W005,Amit Singh,present,07:03,17:16,10.2,False,1.2,greenhouse_a
2025-09-26,W005,Amit Singh,present,07:00,17:00,10.0,False,1.0,greenhouse_a
2025-09-27,W005,Amit Singh,absent,,,0.0,False,0.0,
2025-09-29,W005,Amit Singh,absent,,,0.0,False,0.0,
2025-09-30,W005,Amit Singh,present,07:02,17:08,10.1,False,1.1,greenhouse_a
2025-10-01,W005,Amit Singh,present,07:00,17:01,10.0,False,1.0,main_gate
2025-10-02,W005,Amit Singh,present,08:37,17:00,8.4,True,0.0,office
2025-10-03,W005,Amit Singh,present,07:11,17:18,10.1,False,1.1,greenhouse_a
2025-10-04,W005,Amit Singh,present,07:00,17:08,10.1,False,1.1,greenhouse_a
2025-10-06,W005,Amit Singh,present,07:19,17:02,9.7,False,0.7,main_gate
2025-10-07,W005,Amit Singh,absent,,,0.0,False,0.0,
2025-10-08,W005,Amit Singh,present,07:06,17:04,10.0,False,1.0,greenhouse_a
2025-10-09,W005,Amit Singh,present,07:00,17:04,10.1,False,1.1,main_gate
2025-10-10,W005,Amit Singh,present,07:05,17:16,10.2,False,1.2,main_gate
2025-10-11,W005,Amit Singh,absent,,,0.0,False,0.0,
2025-10-13,W005,Amit Singh,present,07:07,20:29,13.4,False,4.4,greenhouse_a
2025-10-14,W005,Amit Singh,present,07:05,17:00,9.9,False,0.9,office
2025-10-15,W005,Amit Singh,present,07:00,17:00,10.0,False,1.0,main_gate
2025-10-16,W005,Amit Singh,absent,,,0.0,False,0.0,
2025-10-17,W005,Amit Singh,present,07:00,17:03,10.1,False,1.1,greenhouse_a
2025-10-18,W005,Amit Singh,present,07:04,17:00,9.9,False,0.9,office
2025-10-20,W005,Amit Singh,present,07:03,17:00,9.9,False,0.9,main_gate
2025-10-21,W005,Amit Singh,present,07:00,17:00,10.0,False,1.0,greenhouse_a
2025-10-22,W005,Amit Singh,absent,,,0.0,False,0.0,
2025-10-23,W005,Amit Singh,present,07:04,17:00,9.9,False,0.9,greenhouse_a
2025-10-24,W005,Amit Singh,present,07:00,17:00,10.0,False,1.0,greenhouse_a
2025-10-25,W005,Amit Singh,absent,,,0.0,False,0.0,
2025-10-27,W005,Amit Singh,present,07:00,17:00,10.0,False,1.0,greenhouse_a
2025-10-28,W005,Amit Singh,present,07:00,20:38,13.6,False,4.6,office
2025-10-29,W005,Amit Singh,present,07:00,17:05,10.1,False,1.1,main_gate
2025-10-30,W005,Amit Singh,present,07:23,17:01,9.6,False,0.6,greenhouse_a
2025-10-31,W005,Amit Singh,absent,,,0.0,False,0.0,
2025-11-01,W005,Amit Singh,present,07:00,17:05,10.1,False,1.1,greenhouse_a
2025-11-03,W005,Amit Singh,absent,,,0.0,False,0.0,
2025-11-04,W005,Amit Singh,present,07:00,17:11,10.2,False,1.2,greenhouse_a
2025-11-05,W005,Amit Singh,present,07:10,17:04,9.9,False,0.9,office
2025-11-06,W005,Amit Singh,present,09:01,17:19,8.3,True,0.0,greenhouse_a
2025-11-07,W005,Amit Singh,absent,,,0.0,False,0.0,
2025-11-08,W005,Amit Singh,present,07:04,17:00,9.9,False,0.9,greenhouse_a
2025-11-10,W005,Amit Singh,absent,,,0.0,False,0.0,
2025-11-11,W005,Amit Singh,present,07:00,17:07,10.1,False,1.1,main_gate
