graft_id,date,worker_id,worker_name,method,rootstock_variety,rootstock_age_days,scion_variety,scion_freshness_days,temperature_at_graft,humidity_at_graft,time_of_day,callus_formation_pct,cambium_alignment_pct,success,success_probability,failure_reason,zone_id
GR-2025-00692,2025-06-18,W003,Mohammad Iqbal,whip_and_tongue,Kashmiri Walnut,186,Kashmiri Walnut,1,15.7,68.2,morning,96.4,70.8,True,0.882,,ZONE-E
GR-2025-00693,2025-06-18,W015,Abdul Rashid,bark_grafting,Kashmiri Walnut,217,Chandler,3,21.3,65.5,morning,54.9,26.4,False,0.949,cambium_misalignment,ZONE-A
GR-2025-00694,2025-06-19,W011,Deepak Negi,whip_and_tongue,Kashmiri Walnut,176,Chandler,2,23.3,80.8,evening,74.9,89.9,True,0.857,,ZONE-A
GR-2025-00695,2025-06-19,W006,Kavita Devi,whip_and_tongue,Chandler,292,Local Variety,3,25.6,83.5,evening,92.3,73.7,True,0.872,,ZONE-A
GR-2025-00696,2025-06-19,W014,Geeta Rawat,bud_grafting,Franquette,260,Chandler,4,25.2,60.5,morning,86.2,82.2,True,0.887,,ZONE-F
GR-2025-00697,2025-06-19,W003,Mohammad Iqbal,bark_grafting,Franquette,286,Pusa Kanchan,1,23.5,70.6,morning,39.8,60.9,False,0.886,rootstock_rejection,ZONE-F
GR-2025-00698,2025-06-19,W010,Meena Kumari,whip_and_tongue,Pusa Kanchan,158,Pusa Kanchan,0,20.4,84.4,afternoon,72.9,84.5,True,0.956,,ZONE-D
GR-2025-00699,2025-06-19,W005,Amit Singh,side_veneer,Chandler,266,Local Variety,5,18.7,63.9,morning,75.2,85.3,True,0.827,,ZONE-E
GR-2025-00700,2025-06-20,W009,Ravi Shankar,bark_grafting,Local Variety,293,Local Variety,3,21.6,45.7,morning,15.6,64.1,False,0.825,cambium_misalignment,ZONE-A
GR-2025-00701,2025-06-20,W013,Suresh Bhatt,bark_grafting,Franquette,210,Franquette,5,13.3,64.1,afternoon,87.6,86.4,True,0.895,,ZONE-F
GR-2025-00702,2025-06-20,W008,Fatima Begum,bark_grafting,Chandler,216,Chandler,6,22.2,59.6,morning,98.5,83.0,True,0.91,,ZONE-D
GR-2025-00703,2025-06-20,W010,Meena Kumari,bark_grafting,Pusa Kanchan,144,Local Variety,6,18.3,46.4,morning,84.8,94.5,True,0.838,,ZONE-F
GR-2025-00704,2025-06-21,W004,Sunita Devi,cleft_grafting,Kashmiri Walnut,179,Local Variety,0,20.9,64.5,morning,64.5,91.1,True,0.877,,ZONE-E
GR-2025-00705,2025-06-21,W001,Rajesh Kumar,bark_grafting,Kashmiri Walnut,175,Chandler,5,15.8,67.9,afternoon,62.6,72.8,True,0.907,,ZONE-C
GR-2025-00706,2025-06-21,W002,Priya Sharma,cleft_grafting,Kashmiri Walnut,186,Chandler,6,23.7,82.4,morning,87.7,72.6,True,0.873,,ZONE-B
GR-2025-00707,2025-06-21,W006,Kavita Devi,bark_grafting,Pusa Kanchan,266,Franquette,5,17.4,56.3,morning,99.5,74.0,True,0.73,,ZONE-E
GR-2025-00708,2025-06-21,W011,Deepak Negi,side_veneer,Pusa Kanchan,169,Franquette,3,24.0,52.2,morning,68.2,93.0,True,0.845,,ZONE-E
GR-2025-00709,2025-06-21,W008,Fatima Begum,bud_grafting,Pusa Kanchan,220,Local Variety,2,24.6,41.8,evening,81.7,83.0,True,0.92,,ZONE-E
GR-2025-00710,2025-06-21,W013,Suresh Bhatt,whip_and_tongue,Chandler,121,Franquette,5,28.7,66.7,morning,67.7,77.0,True,0.862,,ZONE-D
GR-2025-00711,2025-06-21,W015,Abdul Rashid,whip_and_tongue,Pusa Kanchan,257,Franquette,0,20.7,63.0,morning,64.7,72.5,True,0.905,,ZONE-B
GR-2025-00712,2025-06-23,W006,Kavita Devi,cleft_grafting,Franquette,234,Pusa Kanchan,5,28.0,74.4,evening,76.9,83.7,True,0.817,,ZONE-F
GR-2025-00713,2025-06-23,W003,Mohammad Iqbal,cleft_grafting,Franquette,287,Local Variety,0,28.4,78.3,morning,38.8,40.0,False,0.828,poor_callus_formation,ZONE-C
GR-2025-00714,2025-06-23,W010,Meena Kumari,side_veneer,Franquette,171,Kashmiri Walnut,0,26.7,58.5,morning,81.4,79.3,True,0.837,,ZONE-E
GR-2025-00715,2025-06-23,W004,Sunita Devi,bark_grafting,Franquette,220,Local Variety,3,19.1,60.5,evening,66.7,74.9,True,0.898,,ZONE-C
GR-2025-00716,2025-06-24,W011,Deepak Negi,whip_and_tongue,Chandler,277,Kashmiri Walnut,4,21.7,69.7,evening,61.5,98.9,True,0.841,,ZONE-D
GR-2025-00717,2025-06-24,W013,Suresh Bhatt,side_veneer,Pusa Kanchan,191,Local Variety,5,27.7,70.0,morning,67.3,91.1,True,0.865,,ZONE-E
GR-2025-00718,2025-06-24,W007,Vikram Thakur,side_veneer,Chandler,229,Chandler,3,14.8,64.6,morning,82.1,92.4,True,0.809,,ZONE-A
GR-2025-00719,2025-06-24,W004,Sunita Devi,bud_grafting,Chandler,162,Pusa Kanchan,0,19.6,50.8,afternoon,13.2,52.2,False,0.849,poor_callus_formation,ZONE-D
GR-2025-00720,2025-06-24,W003,Mohammad Iqbal,bud_grafting,Chandler,279,Pusa Kanchan,3,20.7,69.5,morning,70.6,88.0,True,0.887,,ZONE-C
GR-2025-00721,2025-06-24,W008,Fatima Begum,side_veneer,Kashmiri Walnut,205,Pusa Kanchan,5,20.3,59.4,afternoon,94.0,78.2,True,0.935,,ZONE-D
GR-2025-00722,2025-06-24,W002,Priya Sharma,bark_grafting,Local Variety,238,Pusa Kanchan,5,25.6,55.8,morning,86.6,87.2,True,0.863,,ZONE-D
GR-2025-00723,2025-06-25,W007,Vikram Thakur,cleft_grafting,Franquette,235,Franquette,4,21.3,60.5,evening,74.0,82.9,True,0.927,,ZONE-C
GR-2025-00724,2025-06-25,W014,Geeta Rawat,bud_grafting,Local Variety,176,Franquette,3,27.2,71.1,morning,68.3,90.6,True,0.921,,ZONE-B
GR-2025-00725,2025-06-25,W014,Geeta Rawat,bark_grafting,Franquette,172,Pusa Kanchan,0,29.8,74.3,afternoon,82.2,73.6,True,0.879,,ZONE-F
GR-2025-00726,2025-06-25,W008,Fatima Begum,whip_and_tongue,Kashmiri Walnut,232,Chandler,3,26.7,60.0,evening,76.1,73.3,True,0.85,,ZONE-D
GR-2025-00727,2025-06-25,W004,Sunita Devi,cleft_grafting,Local Variety,124,Franquette,4,19.3,65.0,evening,57.2,62.8,False,0.829,poor_callus_formation,ZONE-A
GR-2025-00728,2025-06-25,W014,Geeta Rawat,bark_grafting,Franquette,214,Pusa Kanchan,5,27.8,83.5,morning,86.7,92.7,True,0.864,,ZONE-E
GR-2025-00729,2025-06-25,W002,Priya Sharma,bud_grafting,Chandler,269,Local Variety,0,30.4,61.6,morning,77.7,98.0,True,0.788,,ZONE-C
GR-2025-00730,2025-06-25,W015,Abdul Rashid,cleft_grafting,Local Variety,265,Kashmiri Walnut,5,18.6,65.4,morning,94.3,91.9,True,0.899,,ZONE-E
GR-2025-00731,2025-06-26,W001,Rajesh Kumar,bud_grafting,Kashmiri Walnut,217,Pusa Kanchan,1,29.9,52.3,morning,83.4,73.0,True,0.856,,ZONE-B
GR-2025-00732,2025-06-26,W009,Ravi Shankar,whip_and_tongue,Kashmiri Walnut,195,Kashmiri Walnut,3,19.1,77.5,afternoon,95.1,75.6,True,0.887,,ZONE-E
GR-2025-00733,2025-06-26,W009,Ravi Shankar,side_veneer,Local Variety,185,Pusa Kanchan,1,36.7,68.5,evening,83.6,72.8,True,0.889,,ZONE-D
GR-2025-00734,2025-06-26,W006,Kavita Devi,side_veneer,Chandler,151,Franquette,4,21.7,67.0,morning,61.0,82.0,True,0.91,,ZONE-C
GR-2025-00735,2025-06-26,W006,Kavita Devi,bud_grafting,Franquette,200,Pusa Kanchan,0,28.1,65.6,evening,84.5,96.2,True,0.841,,ZONE-C
GR-2025-00736,2025-06-26,W008,Fatima Begum,cleft_grafting,Kashmiri Walnut,245,Chandler,5,24.5,55.5,evening,63.9,79.4,True,0.869,,ZONE-E
GR-2025-00737,2025-06-27,W012,Anita Rana,cleft_grafting,Kashmiri Walnut,280,Kashmiri Walnut,4,17.8,62.9,afternoon,30.1,58.0,False,0.86,cambium_misalignment,ZONE-B
GR-2025-00738,2025-06-27,W004,Sunita Devi,bark_grafting,Local Variety,223,Local Variety,4,26.2,64.8,morning,82.7,94.4,True,0.893,,ZONE-C
GR-2025-00739,2025-06-27,W010,Meena Kumari,bark_grafting,Local Variety,144,Pusa Kanchan,0,25.7,76.7,evening,79.2,83.2,True,0.865,,ZONE-A
GR-2025-00740,2025-06-27,W004,Sunita Devi,whip_and_tongue,Franquette,215,Chandler,0,33.3,72.2,morning,53.3,60.0,False,0.835,infection,ZONE-B
GR-2025-00741,2025-06-27,W003,Mohammad Iqbal,bud_grafting,Local Variety,281,Chandler,4,26.6,62.1,afternoon,83.3,72.5,True,0.883,,ZONE-A
GR-2025-00742,2025-06-27,W005,Amit Singh,bud_grafting,Kashmiri Walnut,149,Kashmiri Walnut,5,22.2,62.5,afternoon,66.0,94.8,True,0.851,,ZONE-C
GR-2025-00743,2025-06-27,W004,Sunita Devi,bud_grafting,Local Variety,220,Local Variety,5,27.9,62.0,afternoon,98.0,91.2,True,0.827,,ZONE-C
GR-2025-00744,2025-06-28,W008,Fatima Begum,whip_and_tongue,Chandler,219,Franquette,5,13.2,73.9,afternoon,77.8,86.8,True,0.811,,ZONE-E
GR-2025-00745,2025-06-28,W007,Vikram Thakur,side_veneer,Kashmiri Walnut,249,Franquette,1,18.8,59.6,afternoon,32.0,57.1,False,0.818,rootstock_rejection,ZONE-B
GR-2025-00746,2025-06-28,W004,Sunita Devi,cleft_grafting,Local Variety,232,Chandler,5,26.1,68.5,morning,98.5,98.7,True,0.854,,ZONE-F
GR-2025-00747,2025-06-28,W005,Amit Singh,cleft_grafting,Franquette,235,Kashmiri Walnut,4,31.7,70.4,afternoon,75.3,80.1,True,0.804,,ZONE-D
GR-2025-00748,2025-06-28,W008,Fatima Begum,bark_grafting,Local Variety,216,Local Variety,3,20.0,71.3,evening,64.2,86.4,True,0.924,,ZONE-F
GR-2025-00749,2025-06-28,W013,Suresh Bhatt,bark_grafting,Local Variety,132,Franquette,0,18.4,71.3,afternoon,90.7,77.2,True,0.917,,ZONE-D
GR-2025-00750,2025-06-28,W001,Rajesh Kumar,bark_grafting,Local Variety,132,Kashmiri Walnut,6,22.5,73.2,afternoon,49.5,29.2,False,0.903,poor_callus_formation,ZONE-D
GR-2025-00751,2025-06-30,W010,Meena Kumari,cleft_grafting,Chandler,291,Local Variety,3,16.2,64.2,morning,69.6,94.6,True,0.845,,ZONE-E
GR-2025-00752,2025-06-30,W013,Suresh Bhatt,side_veneer,Franquette,154,Local Variety,4,24.5,58.7,afternoon,88.5,85.8,True,0.87,,ZONE-C
GR-2025-00753,2025-06-30,W015,Abdul Rashid,bark_grafting,Franquette,259,Chandler,3,21.9,62.6,afternoon,81.9,85.5,True,0.919,,ZONE-E
GR-2025-00754,2025-06-30,W008,Fatima Begum,whip_and_tongue,Kashmiri Walnut,262,Local Variety,6,12.0,59.7,evening,49.6,57.6,False,0.776,poor_callus_formation,ZONE-C
GR-2025-00755,2025-06-30,W006,Kavita Devi,bud_grafting,Chandler,293,Local Variety,5,28.4,57.9,afternoon,89.6,80.6,True,0.789,,ZONE-E
GR-2025-00756,2025-06-30,W012,Anita Rana,bud_grafting,Kashmiri Walnut,182,Pusa Kanchan,5,15.8,62.7,evening,82.4,77.4,True,0.907,,ZONE-C
GR-2025-00757,2025-07-01,W011,Deepak Negi,whip_and_tongue,Kashmiri Walnut,256,Franquette,6,21.5,59.1,afternoon,83.9,72.6,True,0.832,,ZONE-B
GR-2025-00758,2025-07-01,W008,Fatima Begum,whip_and_tongue,Kashmiri Walnut,235,Chandler,4,16.5,61.4,afternoon,86.9,77.7,True,0.815,,ZONE-A
GR-2025-00759,2025-07-01,W010,Meena Kumari,cleft_grafting,Franquette,258,Kashmiri Walnut,4,32.2,63.7,morning,29.4,54.8,False,0.841,rootstock_rejection,ZONE-F
GR-2025-00760,2025-07-01,W001,Rajesh Kumar,bud_grafting,Kashmiri Walnut,283,Franquette,0,26.9,54.0,morning,61.1,84.7,True,0.86,,ZONE-D
GR-2025-00761,2025-07-02,W004,Sunita Devi,whip_and_tongue,Pusa Kanchan,229,Chandler,2,32.0,78.7,evening,86.3,89.8,True,0.803,,ZONE-E
GR-2025-00762,2025-07-02,W005,Amit Singh,whip_and_tongue,Chandler,175,Kashmiri Walnut,1,26.6,71.3,evening,66.5,72.8,True,0.864,,ZONE-C
GR-2025-00763,2025-07-02,W006,Kavita Devi,bark_grafting,Local Variety,168,Pusa Kanchan,0,24.3,62.9,morning,73.7,78.2,True,0.812,,ZONE-C
GR-2025-00764,2025-07-02,W009,Ravi Shankar,bark_grafting,Franquette,177,Chandler,6,18.9,64.0,afternoon,79.3,97.7,True,0.864,,ZONE-E
GR-2025-00765,2025-07-02,W005,Amit Singh,cleft_grafting,Local Variety,179,Kashmiri Walnut,5,25.0,74.4,afternoon,80.4,98.8,True,0.829,,ZONE-E
GR-2025-00766,2025-07-02,W005,Amit Singh,side_veneer,Franquette,271,Local Variety,0,34.5,72.9,morning,88.4,76.7,True,0.819,,ZONE-F
GR-2025-00767,2025-07-02,W012,Anita Rana,cleft_grafting,Kashmiri Walnut,234,Local Variety,4,24.8,65.5,morning,70.3,76.3,True,0.92,,ZONE-E
GR-2025-00768,2025-07-02,W003,Mohammad Iqbal,bark_grafting,Kashmiri Walnut,138,Kashmiri Walnut,1,22.6,77.8,afternoon,49.5,34.1,False,0.863,desiccation,ZONE-F
GR-2025-00769,2025-07-02,W013,Suresh Bhatt,bark_grafting,Chandler,182,Local Variety,3,20.4,63.7,morning,65.4,77.7,True,0.934,,ZONE-D
GR-2025-00770,2025-07-03,W007,Vikram Thakur,bud_grafting,Franquette,127,Chandler,0,27.8,68.5,morning,90.5,91.5,True,0.857,,ZONE-F
GR-2025-00771,2025-07-03,W015,Abdul Rashid,cleft_grafting,Pusa Kanchan,149,Chandler,3,26.6,69.7,morning,97.8,94.0,True,0.908,,ZONE-B
GR-2025-00772,2025-07-03,W014,Geeta Rawat,cleft_grafting,Kashmiri Walnut,188,Chandler,1,25.4,68.1,afternoon,76.5,76.2,True,0.899,,ZONE-B
GR-2025-00773,2025-07-03,W014,Geeta Rawat,bark_grafting,Pusa Kanchan,224,Franquette,6,23.5,65.3,morning,98.2,76.2,True,0.882,,ZONE-C
GR-2025-00774,2025-07-03,W014,Geeta Rawat,bud_grafting,Pusa Kanchan,240,Pusa Kanchan,6,20.6,66.5,afternoon,68.5,86.5,True,0.908,,ZONE-B
GR-2025-00775,2025-07-03,W006,Kavita Devi,cleft_grafting,Local Variety,214,Franquette,5,21.5,57.2,morning,94.5,95.2,True,0.847,,ZONE-C
GR-2025-00776,2025-07-03,W008,Fatima Begum,side_veneer,Pusa Kanchan,275,Franquette,0,19.3,43.3,morning,73.3,85.0,True,0.905,,ZONE-F
GR-2025-00777,2025-07-03,W005,Amit Singh,bud_grafting,Local Variety,219,Kashmiri Walnut,0,28.1,75.6,morning,91.7,87.6,True,0.851,,ZONE-B
GR-2025-00778,2025-07-03,W010,Meena Kumari,whip_and_tongue,Franquette,227,Kashmiri Walnut,3,24.2,53.3,morning,64.7,87.7,True,0.965,,ZONE-C
GR-2025-00779,2025-07-04,W015,Abdul Rashid,whip_and_tongue,Local Variety,174,Chandler,3,18.6,75.0,morning,95.6,81.7,True,0.899,,ZONE-A
GR-2025-00780,2025-07-04,W002,Priya Sharma,side_veneer,Franquette,125,Pusa Kanchan,6,26.8,51.3,evening,88.9,98.9,True,0.922,,ZONE-C
GR-2025-00781,2025-07-04,W008,Fatima Begum,side_veneer,Franquette,151,Pusa Kanchan,3,23.7,47.3,morning,94.7,95.1,True,0.922,,ZONE-B
GR-2025-00782,2025-07-04,W010,Meena Kumari,bark_grafting,Kashmiri Walnut,297,Kashmiri Walnut,1,22.8,68.4,morning,66.2,71.2,True,0.883,,ZONE-C
GR-2025-00783,2025-07-04,W007,Vikram Thakur,side_veneer,Pusa Kanchan,149,Local Variety,6,25.7,74.1,morning,97.9,77.9,True,0.796,,ZONE-E
GR-2025-00784,2025-07-04,W015,Abdul Rashid,bark_grafting,Franquette,222,Local Variety,3,22.1,61.7,morning,76.3,96.0,True,0.949,,ZONE-C
GR-2025-00785,2025-07-05,W012,Anita Rana,side_veneer,Kashmiri Walnut,191,Franquette,1,23.4,56.9,afternoon,69.3,83.8,True,0.905,,ZONE-B
GR-2025-00786,2025-07-05,W005,Amit Singh,bark_grafting,Chandler,155,Pusa Kanchan,0,30.7,58.7,afternoon,88.7,86.9,True,0.914,,ZONE-B
GR-2025-00787,2025-07-05,W009,Ravi Shankar,bud_grafting,Pusa Kanchan,168,Kashmiri Walnut,3,30.2,63.0,morning,93.2,72.2,True,0.79,,ZONE-B
GR-2025-00788,2025-07-05,W011,Deepak Negi,side_veneer,Local Variety,147,Local Variety,4,25.4,49.0,morning,61.1,87.8,True,0.788,,ZONE-D
GR-2025-00789,2025-07-05,W001,Rajesh Kumar,whip_and_tongue,Local Variety,269,Kashmiri Walnut,1,21.8,74.6,afternoon,92.1,98.9,True,0.877,,ZONE-E
GR-2025-00790,2025-07-05,W008,Fatima Begum,whip_and_tongue,Kashmiri Walnut,228,Chandler,6,23.8,73.4,morning,85.4,95.9,True,0.836,,ZONE-A
GR-2025-00791,2025-07-05,W008,Fatima Begum,whip_and_tongue,Franquette,123,Local Variety,6,23.6,68.2,afternoon,85.9,97.5,True,0.806,,ZONE-D
GR-2025-00792,2025-07-05,W003,Mohammad Iqbal,side_veneer,Chandler,257,Franquette,1,30.1,68.7,morning,86.0,75.6,True,0.86,,ZONE-A
GR-2025-00793,2025-07-07,W012,Anita Rana,side_veneer,Kashmiri Walnut,247,Chandler,3,29.7,68.8,evening,95.5,81.2,True,0.836,,ZONE-C
GR-2025-00794,2025-07-07,W004,Sunita Devi,side_veneer,Local Variety,278,Pusa Kanchan,0,26.5,57.8,morning,93.1,73.1,True,0.867,,ZONE-E
GR-2025-00795,2025-07-07,W009,Ravi Shankar,bud_grafting,Chandler,241,Franquette,1,20.8,55.4,afternoon,45.1,52.3,False,0.799,desiccation,ZONE-C
GR-2025-00796,2025-07-07,W005,Amit Singh,bark_grafting,Local Variety,191,Chandler,3,27.8,57.6,morning,63.3,76.0,True,0.931,,ZONE-C
GR-2025-00797,2025-07-07,W010,Meena Kumari,whip_and_tongue,Chandler,174,Kashmiri Walnut,1,27.3,75.9,afternoon,16.3,53.6,False,0.952,cambium_misalignment,ZONE-C
GR-2025-00798,2025-07-07,W006,Kavita Devi,bud_grafting,Pusa Kanchan,220,Pusa Kanchan,2,10.5,65.5,afternoon,66.5,81.7,True,0.832,,ZONE-A
GR-2025-00799,2025-07-07,W015,Abdul Rashid,bark_grafting,Local Variety,231,Kashmiri Walnut,6,14.3,67.0,evening,76.7,72.3,True,0.905,,ZONE-A
GR-2025-00800,2025-07-07,W001,Rajesh Kumar,whip_and_tongue,Pusa Kanchan,220,Pusa Kanchan,6,23.4,67.9,morning,52.8,21.2,False,0.885,rootstock_rejection,ZONE-D
GR-2025-00801,2025-07-07,W014,Geeta Rawat,side_veneer,Pusa Kanchan,180,Pusa Kanchan,1,22.6,78.9,afternoon,74.2,84.5,True,0.94,,ZONE-C
GR-2025-00802,2025-07-08,W014,Geeta Rawat,side_veneer,Kashmiri Walnut,287,Chandler,4,18.5,83.6,afternoon,63.5,76.9,True,0.897,,ZONE-A
GR-2025-00803,2025-07-08,W001,Rajesh Kumar,whip_and_tongue,Franquette,198,Local Variety,1,19.4,67.4,morning,67.5,90.1,True,0.907,,ZONE-E
GR-2025-00804,2025-07-08,W009,Ravi Shankar,bark_grafting,Local Variety,222,Chandler,6,23.5,73.0,morning,65.4,94.9,True,0.864,,ZONE-D
GR-2025-00805,2025-07-08,W013,Suresh Bhatt,bud_grafting,Franquette,249,Local Variety,1,27.2,44.3,afternoon,83.0,97.6,True,0.874,,ZONE-F
GR-2025-00806,2025-07-08,W009,Ravi Shankar,whip_and_tongue,Kashmiri Walnut,293,Local Variety,5,23.4,68.1,morning,71.9,80.7,True,0.871,,ZONE-C
GR-2025-00807,2025-07-08,W003,Mohammad Iqbal,side_veneer,Chandler,280,Pusa Kanchan,4,31.1,58.5,afternoon,75.8,98.3,True,0.847,,ZONE-B
GR-2025-00808,2025-07-09,W013,Suresh Bhatt,bark_grafting,Kashmiri Walnut,222,Local Variety,3,30.2,43.8,afternoon,66.3,84.8,True,0.881,,ZONE-F
GR-2025-00809,2025-07-09,W011,Deepak Negi,bud_grafting,Franquette,186,Pusa Kanchan,2,31.1,69.8,morning,29.6,31.9,False,0.875,infection,ZONE-B
GR-2025-00810,2025-07-09,W009,Ravi Shankar,whip_and_tongue,Pusa Kanchan,192,Franquette,4,24.6,75.2,afternoon,78.2,80.8,True,0.883,,ZONE-D
GR-2025-00811,2025-07-09,W013,Suresh Bhatt,bark_grafting,Chandler,203,Local Variety,5,22.1,77.7,morning,64.7,95.9,True,0.902,,ZONE-F
GR-2025-00812,2025-07-09,W008,Fatima Begum,bud_grafting,Franquette,180,Kashmiri Walnut,3,23.3,51.5,morning,85.4,96.6,True,0.938,,ZONE-D
GR-2025-00813,2025-07-09,W014,Geeta Rawat,bark_grafting,Local Variety,232,Kashmiri Walnut,3,22.4,70.2,afternoon,98.6,71.3,True,0.896,,ZONE-A
GR-2025-00814,2025-07-09,W015,Abdul Rashid,cleft_grafting,Local Variety,155,Franquette,6,24.2,69.4,afternoon,90.7,75.6,True,0.924,,ZONE-C
GR-2025-00815,2025-07-09,W012,Anita Rana,bud_grafting,Chandler,191,Kashmiri Walnut,3,22.7,65.5,evening,67.6,80.8,True,0.946,,ZONE-D
GR-2025-00816,2025-07-10,W005,Amit Singh,side_veneer,Kashmiri Walnut,163,Pusa Kanchan,2,20.8,54.6,afternoon,39.7,48.6,False,0.87,desiccation,ZONE-A
GR-2025-00817,2025-07-10,W013,Suresh Bhatt,bud_grafting,Franquette,135,Pusa Kanchan,2,24.9,66.4,afternoon,72.5,92.9,True,0.892,,ZONE-D
GR-2025-00818,2025-07-10,W012,Anita Rana,cleft_grafting,Chandler,124,Franquette,1,21.3,79.7,morning,83.5,95.2,True,0.881,,ZONE-E
GR-2025-00819,2025-07-10,W014,Geeta Rawat,bud_grafting,Pusa Kanchan,188,Franquette,5,22.2,62.4,morning,81.0,81.5,True,0.912,,ZONE-A
GR-2025-00820,2025-07-10,W003,Mohammad Iqbal,side_veneer,Local Variety,193,Local Variety,1,26.8,64.4,afternoon,97.1,71.5,True,0.92,,ZONE-A
GR-2025-00821,2025-07-10,W002,Priya Sharma,cleft_grafting,Kashmiri Walnut,190,Franquette,4,21.8,61.0,afternoon,90.8,89.1,True,0.905,,ZONE-B
GR-2025-00822,2025-07-11,W011,Deepak Negi,side_veneer,Local Variety,134,Chandler,3,21.2,81.6,afternoon,92.4,78.2,True,0.792,,ZONE-A
GR-2025-00823,2025-07-11,W005,Amit Singh,bud_grafting,Local Variety,134,Franquette,6,22.6,60.4,morning,82.0,87.9,True,0.847,,ZONE-A
GR-2025-00824,2025-07-11,W011,Deepak Negi,bud_grafting,Pusa Kanchan,132,Chandler,2,27.9,67.2,afternoon,88.7,77.7,True,0.875,,ZONE-B
GR-2025-00825,2025-07-12,W008,Fatima Begum,bark_grafting,Franquette,197,Local Variety,0,21.1,76.0,afternoon,74.2,95.7,True,0.915,,ZONE-E
GR-2025-00826,2025-07-12,W007,Vikram Thakur,whip_and_tongue,Franquette,138,Chandler,4,19.6,68.0,morning,50.1,58.0,False,0.893,cambium_misalignment,ZONE-A
GR-2025-00827,2025-07-12,W001,Rajesh Kumar,bark_grafting,Local Variety,213,Pusa Kanchan,5,18.3,73.1,morning,80.4,99.3,True,0.937,,ZONE-D
GR-2025-00828,2025-07-12,W008,Fatima Begum,bud_grafting,Kashmiri Walnut,183,Pusa Kanchan,2,13.6,52.9,afternoon,91.9,77.5,True,0.913,,ZONE-C
GR-2025-00829,2025-07-12,W012,Anita Rana,side_veneer,Kashmiri Walnut,138,Chandler,3,24.3,76.1,morning,68.5,88.7,True,0.843,,ZONE-C
GR-2025-00830,2025-07-12,W001,Rajesh Kumar,whip_and_tongue,Chandler,263,Pusa Kanchan,0,26.9,43.7,afternoon,67.5,95.6,True,0.859,,ZONE-F
GR-2025-00831,2025-07-14,W004,Sunita Devi,cleft_grafting,Pusa Kanchan,149,Kashmiri Walnut,6,19.9,61.5,afternoon,93.8,70.6,True,0.82,,ZONE-A
GR-2025-00832,2025-07-14,W009,Ravi Shankar,whip_and_tongue,Chandler,282,Kashmiri Walnut,2,17.1,69.7,morning,72.3,91.4,True,0.854,,ZONE-C
GR-2025-00833,2025-07-14,W003,Mohammad Iqbal,side_veneer,Chandler,180,Pusa Kanchan,0,15.4,73.3,morning,60.3,91.6,True,0.895,,ZONE-E
GR-2025-00834,2025-07-14,W006,Kavita Devi,side_veneer,Kashmiri Walnut,137,Local Variety,4,20.4,62.8,evening,70.7,77.5,True,0.88,,ZONE-C
GR-2025-00835,2025-07-14,W015,Abdul Rashid,cleft_grafting,Franquette,162,Franquette,3,22.4,70.4,afternoon,79.9,77.0,True,0.938,,ZONE-B
GR-2025-00836,2025-07-14,W002,Priya Sharma,bud_grafting,Franquette,143,Kashmiri Walnut,1,20.2,48.1,morning,80.5,87.3,True,0.791,,ZONE-C
GR-2025-00837,2025-07-14,W004,Sunita Devi,bark_grafting,Franquette,132,Franquette,5,25.8,59.6,morning,86.3,80.9,True,0.859,,ZONE-D
GR-2025-00838,2025-07-14,W007,Vikram Thakur,whip_and_tongue,Chandler,289,Pusa Kanchan,4,23.5,67.3,afternoon,64.3,87.7,True,0.893,,ZONE-C
GR-2025-00839,2025-07-15,W001,Rajesh Kumar,cleft_grafting,Chandler,126,Chandler,2,12.7,57.6,afternoon,14.7,22.6,False,0.831,rootstock_rejection,ZONE-B
GR-2025-00840,2025-07-15,W004,Sunita Devi,whip_and_tongue,Pusa Kanchan,259,Chandler,4,29.5,68.7,evening,97.0,97.1,True,0.787,,ZONE-F
GR-2025-00841,2025-07-15,W013,Suresh Bhatt,side_veneer,Local Variety,219,Chandler,5,24.0,88.1,afternoon,63.0,70.4,True,0.843,,ZONE-B
GR-2025-00842,2025-07-15,W013,Suresh Bhatt,cleft_grafting,Pusa Kanchan,276,Local Variety,0,20.5,71.5,morning,73.3,92.1,True,0.883,,ZONE-A
GR-2025-00843,2025-07-15,W003,Mohammad Iqbal,whip_and_tongue,Pusa Kanchan,175,Local Variety,5,23.9,61.4,afternoon,91.0,84.5,True,0.894,,ZONE-F
GR-2025-00844,2025-07-15,W013,Suresh Bhatt,whip_and_tongue,Kashmiri Walnut,175,Kashmiri Walnut,1,16.6,65.8,morning,64.8,95.4,True,0.91,,ZONE-E
GR-2025-00845,2025-07-16,W014,Geeta Rawat,whip_and_tongue,Chandler,143,Local Variety,4,16.9,57.6,afternoon,81.2,86.5,True,0.851,,ZONE-C
GR-2025-00846,2025-07-16,W011,Deepak Negi,cleft_grafting,Pusa Kanchan,127,Pusa Kanchan,1,19.7,46.5,afternoon,70.9,76.5,True,0.817,,ZONE-C
GR-2025-00847,2025-07-16,W005,Amit Singh,side_veneer,Pusa Kanchan,296,Chandler,2,18.7,69.8,morning,20.5,30.6,False,0.84,poor_callus_formation,ZONE-B
GR-2025-00848,2025-07-16,W013,Suresh Bhatt,whip_and_tongue,Local Variety,170,Franquette,5,17.8,68.9,morning,84.9,76.8,True,0.892,,ZONE-A
